Date,Open,High,Low,Close,Volume,Adj Close
2013-07-23,169.800003,169.830002,169.050003,169.139999,80829700,161.839349
2013-07-22,169.410004,169.740005,169.009995,169.50,79428600,162.183811
2013-07-19,168.520004,169.229996,168.309998,169.169998,103831700,161.868053
2013-07-18,168.309998,169.270004,168.199997,168.869995,103620100,161.580999
2013-07-17,168.160004,168.479996,167.729996,167.949997,92873900,160.700711
2013-07-16,168.259995,168.360001,167.070007,167.520004,88702100,160.289278
2013-07-15,167.970001,168.389999,167.679993,168.149994,69450600,160.892075
2013-07-12,167.389999,167.929993,167.130005,167.509995,104212700,160.2797
2013-07-11,167.110001,167.610001,165.179993,167.440002,135592200,160.212729
2013-07-10,164.970001,165.75,164.630005,165.190002,121410100,158.059847
2013-07-09,164.979996,165.330002,164.270004,165.130005,119298000,158.002439
2013-07-08,163.860001,164.389999,163.080002,163.949997,108092500,156.873364
2013-07-05,162.470001,163.080002,161.300003,163.020004,122416900,155.983513
2013-07-03,160.479996,161.770004,160.220001,161.279999,75216400,154.318612
2013-07-02,161.119995,162.300003,160.50,161.210007,154863700,154.251641
2013-07-01,161.259995,162.479996,161.080002,161.360001,131954800,154.395161
2013-06-28,160.630005,161.399994,159.860001,160.419998,160402900,153.495732
2013-06-27,161.100006,161.820007,160.949997,161.080002,129483700,154.127248
2013-06-26,159.869995,160.50,159.25,160.139999,134848000,153.227819
2013-06-25,158.479996,160.100006,157.419998,158.570007,162262200,151.725593
2013-06-24,157.410004,158.429993,155.729996,157.059998,222329000,150.28076
2013-06-21,159.639999,159.759995,157.470001,159.070007,271956800,152.204011
2013-06-20,161.860001,163.470001,158.979996,159.399994,321255900,151.716969
2013-06-19,165.600006,165.889999,163.380005,163.449997,206149500,155.571764
2013-06-18,164.529999,165.990005,164.520004,165.740005,114695600,157.751395
2013-06-17,164.289993,165.220001,163.220001,164.440002,136295600,156.514051
2013-06-14,164.029999,164.669998,162.910004,163.179993,141197500,155.314774
2013-06-13,161.660004,164.50,161.300003,164.210007,163587800,156.295141
2013-06-12,164.220001,164.389999,161.600006,161.75,177361500,153.953706
2013-06-11,163.300003,164.539993,162.740005,163.100006,159505400,155.238642
2013-06-10,165.309998,165.399994,164.369995,164.800003,105667100,156.8567
2013-06-07,163.850006,164.949997,163.139999,164.800003,188337800,156.8567
2013-06-06,161.199997,162.740005,160.25,162.729996,200225500,154.886466
2013-06-05,163.089996,163.419998,161.130005,161.270004,211737800,153.496846
2013-06-04,164.440002,165.100006,162.729996,163.559998,157631500,155.676462
2013-06-03,163.830002,164.460007,162.660004,164.350006,168390700,156.428393
2013-05-31,165.369995,166.309998,163.130005,163.449997,176850100,155.571764
2013-05-30,165.350006,166.589996,165.220001,165.830002,107793800,157.837053
