Date,Open,High,Low,Close,Volume,Adj Close
2013-12-31,184.070007,184.690002,183.929993,184.690002,86119900,178.543626
2013-12-30,183.869995,184.020004,183.580002,183.820007,56857000,177.702584
2013-12-27,184.100006,184.179993,183.660004,183.850006,61814000,177.731585
2013-12-26,183.339996,183.960007,183.320007,183.860001,63365000,177.741247
2013-12-24,182.539993,183.009995,182.529999,182.929993,45368800,176.842189
2013-12-23,182.449997,182.639999,182.070007,182.529999,85598000,176.455506
2013-12-20,180.690002,181.990005,180.570007,181.559998,197087000,175.517786
2013-12-19,181.179993,181.699997,180.710007,181.490005,136531200,174.502736
2013-12-18,178.919998,181.729996,177.320007,181.699997,234906000,174.704643
2013-12-17,179.380005,179.410004,178.25,178.649994,89886000,171.772063
2013-12-16,178.949997,179.809998,178.899994,179.220001,96195000,172.320125
2013-12-13,178.50,178.660004,177.770004,178.110001,107808000,171.252859
2013-12-12,178.639999,178.860001,177.759995,178.130005,115565000,171.272093
2013-12-11,180.820007,180.850006,178.50,178.720001,130591000,171.839375
2013-12-10,180.979996,181.360001,180.639999,180.75,80976000,173.79122
2013-12-09,181.470001,181.669998,181.160004,181.399994,70124000,174.416189
2013-12-06,180.669998,181.110001,180.149994,180.940002,127728000,173.973907
2013-12-05,179.410004,179.740005,178.770004,178.940002,106934000,172.050906
2013-12-04,179.100006,180.479996,178.350006,179.729996,123033000,172.810485
2013-12-03,179.940002,180.389999,179.169998,179.75,116563000,172.829719
2013-12-02,181.089996,181.429993,180.25,180.529999,99726000,173.579689
2013-11-29,181.320007,181.75,180.800003,181.00,55870900,174.031595
2013-11-27,180.869995,181.240005,180.649994,181.119995,58800000,174.14697
2013-11-26,180.720001,181.220001,180.410004,180.679993,86994000,173.723908
2013-11-25,181.130005,181.169998,180.369995,180.630005,79486000,173.675845
2013-11-22,179.979996,180.830002,179.770004,180.809998,81296000,173.848908
2013-11-21,178.970001,180.050003,178.860001,179.910004,92841000,172.983563
2013-11-20,179.389999,179.929993,177.979996,178.470001,124909000,171.599
2013-11-19,179.330002,179.869995,178.720001,179.029999,93891000,172.137438
2013-11-18,180.350006,180.50,179.020004,179.419998,104796000,172.512423
2013-11-15,179.559998,180.119995,179.330002,180.050003,102818000,173.118173
2013-11-14,178.539993,179.419998,178.25,179.270004,103435000,172.368203
2013-11-13,176.089996,178.429993,176.089996,178.380005,103844000,171.512468
2013-11-12,176.940002,177.360001,176.369995,176.960007,83990000,170.147139
2013-11-11,177.119995,177.529999,176.910004,177.320007,62614000,170.49328
2013-11-08,174.869995,177.309998,174.850006,177.289993,136713000,170.464422
2013-11-07,177.50,177.639999,174.759995,174.929993,157000000,168.19528
2013-11-06,177.029999,177.50,176.539993,177.169998,87348000,170.349046
2013-11-05,176.139999,176.75,175.570007,176.270004,85825000,169.483702
2013-11-04,176.690002,176.899994,175.979996,176.830002,85677000,170.02214
2013-11-01,176.020004,176.610001,175.220001,176.210007,142805000,169.426014
2013-10-31,176.149994,176.889999,175.529999,175.789993,133795000,169.022171
2013-10-30,177.380005,177.509995,175.660004,176.289993,140002000,169.502921
2013-10-29,176.630005,177.240005,176.380005,177.169998,87401000,170.349046
2013-10-28,175.889999,176.470001,175.699997,176.229996,84979000,169.445233
2013-10-25,175.509995,176.00,175.169998,175.949997,93625000,169.176015
2013-10-24,174.919998,175.369995,174.509995,175.149994,70350000,168.406811
2013-10-23,174.809998,174.889999,173.960007,174.570007,105484000,167.849154
2013-10-22,174.910004,175.929993,174.429993,175.410004,126663000,168.656811
2013-10-21,174.449997,174.75,174.009995,174.399994,104104000,167.685686
2013-10-18,173.860001,174.509995,173.509995,174.389999,138316000,167.676076
2013-10-17,171.369995,173.320007,171.339996,173.220001,129389000,166.551122
2013-10-16,170.720001,172.160004,170.639999,172.070007,161676000,165.445402
2013-10-15,170.509995,171.149994,169.470001,169.699997,155485000,163.166636
2013-10-14,169.210007,171.080002,169.080002,170.940002,112106000,164.358902
2013-10-11,168.910004,170.320007,168.770004,170.259995,105040000,163.705074
2013-10-10,167.289993,169.259995,167.229996,169.169998,195955000,162.657042
2013-10-09,165.800003,166.199997,164.529999,165.600006,168973000,159.224493
2013-10-08,167.399994,167.619995,165.360001,165.479996,178015000,159.109103
2013-10-07,167.419998,168.449997,167.25,167.429993,96295000,160.984026
2013-10-04,167.75,169.059998,167.529999,168.889999,96878000,162.387823
2013-10-03,168.789993,168.940002,166.839996,167.619995,176698000,161.166713
2013-10-02,168.350006,169.339996,167.830002,169.179993,113350000,162.666652
2013-10-01,168.139999,169.50,167.970001,169.339996,127160000,162.820495
2013-09-30,167.479996,168.539993,167.149994,168.009995,143937000,161.541698
2013-09-27,168.839996,169.139999,168.470001,168.910004,99141800,162.407057
2013-09-26,169.320007,170.169998,169.050003,169.690002,77146900,163.157027
2013-09-25,169.639999,169.979996,168.889999,169.039993,117306500,162.532042
2013-09-24,169.899994,170.529999,169.210007,169.529999,106333100,163.003183
2013-09-23,170.490005,170.649994,169.389999,169.929993,104616500,163.387777
2013-09-20,172.330002,172.330002,170.580002,170.720001,132867100,164.147371
2013-09-19,173.520004,173.600006,172.589996,172.759995,146616900,165.303093
2013-09-18,171.009995,173.520004,170.580002,173.050003,203460600,165.580584
2013-09-17,170.460007,171.110001,170.460007,171.070007,82523300,163.686051
2013-09-16,171.160004,171.240005,170.039993,170.309998,106299200,162.958846
2013-09-13,169.130005,169.460007,168.740005,169.330002,72727800,162.02115
2013-09-12,169.339996,169.559998,168.720001,168.949997,83209000,161.657548
2013-09-11,168.639999,169.399994,168.350006,169.399994,94545900,162.088121
2013-09-10,168.639999,168.899994,168.259995,168.869995,105847200,161.580999
2013-09-09,166.449997,167.729996,166.449997,167.630005,87559300,160.394531
2013-09-06,166.509995,166.979996,164.479996,166.039993,159756500,158.873149
2013-09-05,165.850006,166.399994,165.729996,165.960007,63090500,158.796615
2013-09-04,164.429993,166.029999,164.130005,165.75,97389400,158.595673
2013-09-03,165.229996,165.580002,163.699997,164.389999,142375100,157.294375
2013-08-30,164.509995,164.529999,163.169998,163.649994,134928900,156.58631
2013-08-29,163.550003,165.039993,163.399994,164.169998,119200500,157.08387
2013-08-28,163.259995,164.490005,163.050003,163.910004,108113000,156.835097
2013-08-27,164.360001,166.00,163.210007,163.330002,158619400,156.28013
